city_name,place_code,county_name,county_code,state_name,state_code,year,DP02_0119EA,DP03_0028EA,DP02_0073EA,DP02_0129EA,DP05_0020E,DP02_0107E,DP02_0111EA,DP03_0052E,DP03_0063E,DP05_0088EA,DP03_0041EA,DP03_0073E,DP05_0029E,DP03_0103E,DP02_0018E,DP02_0019E,DP05_0037EA,DP02_0142E,DP05_0013EA,DP03_0047E,DP05_0076EA,DP03_0116E,DP02_0046E,DP02_0077EA,DP03_0064E,DP02_0089E,DP03_0055E,DP05_0007EA,DP05_0028EA,DP05_0090E,DP03_0032EA,DP02_0114EA,DP02_0112EA,DP03_0102E,DP03_0071E,DP03_0051EA,DP03_0046E,DP05_0081E,DP05_0075EA,DP05_0017EA,DP02_0135EA,DP02_0125E,DP02_0146E,DP02_0072E,DP03_0113EA,DP02_0060E,DP03_0049EA,DP02_0036E,DP02_0058E,DP03_0053EA,DP03_0029EA,DP05_0082E,DP03_0018E,DP02_0109EA,DP02_0094E,DP02_0100EA,DP02_0028E,DP02_0093EA,DP03_0112EA,DP05_0063EA,DP02_0086E,DP02_0024E,DP03_0061E,DP03_0024E,DP03_0122E,DP05_0036EA,DP05_0056E,DP03_0080E,DP05_0045EA,DP02_0087EA,DP02_0147E,DP05_0057E,DP05_0062E,DP02_0110EA,DP03_0094E,DP02_0103EA,DP02_0035E,DP02_0007EA,DP03_0022E,DP02_0103E,DP03_0003E,DP02_0092E,DP05_0008E,DP03_0034EA,DP02_0077E,DP02_0051E,DP03_0131E,DP05_0079EA,DP03_0124E,DP02_0021E,DP02_0069E,DP03_0014E,DP02_0027EA,DP05_0069EA,DP03_0016E,DP03_0128EA,DP02_0048EA,DP03_0006E,DP03_0086EA,DP05_0050EA,DP05_0057EA,DP03_0085EA,DP05_0002EA,DP03_0024EA,DP03_0093E,DP02_0053EA,DP05_0072E,DP03_0118EA,DP02_0115EA,DP05_0060E,DP02_0124EA,DP03_0001EA,DP03_0131EA,DP03_0084EA,DP02_0001EA,DP05_0061E,DP03_0052EA,DP02_0065EA,DP05_0007E,DP05_0077EA,DP02_0033E,DP03_0030EA,DP03_0044E,DP03_0004EA,DP05_0048E,DP02_0031E,DP03_0096EA,DP02_0005EA,DP02_0129E,DP02_0004E,DP03_0012EA,DP05_0068E,DP03_0012E,DP02_0037EA,DP03_0072E,DP03_0106E,DP03_0119EA,DP05_0002E,DP03_0080EA,DP03_0078EA,DP03_0124EA,DP02_0143EA,DP05_0070EA,DP03_0079EA,DP02_0120E,DP02_0023E,DP02_0044E,DP02_0022E,DP02_0057E,DP03_0025E,DP05_0082EA,DP02_0101EA,DP02_0079EA,DP02_0093E,DP05_0034EA,DP02_0005E,DP03_0110E,DP03_0132EA,DP02_0015EA,DP02_0064E,DP03_0001E,DP02_0099EA,DP05_0056EA,DP03_0073EA,DP05_0051E,DP03_0127E,DP02_0013E,DP05_0091E,DP03_0123E,DP02_0006EA,DP02_0063E,DP03_0106EA,DP02_0051EA,DP02_0014EA,DP02_0090EA,DP02_0126EA,DP03_0126EA,DP02_0091E,DP03_0107EA,DP03_0117E,DP05_0018EA,DP02_0050EA,DP03_0087EA,DP02_0124E,DP05_0021EA,DP02_0105EA,DP03_0039E,DP03_0063EA,DP02_0137E,DP05_0050E,DP03_0054E,DP02_0142EA,DP03_0117EA,DP05_0047E,DP03_0037EA,DP03_0061EA,DP02_0099E,DP05_0074EA,DP02_0032EA,DP02_0031EA,DP03_0137E,DP03_0088E,DP02_0009EA,DP03_0011EA,DP05_0048EA,DP02_0127E,DP03_0027E,DP02_0056E,DP02_0007E,DP03_0034E,DP03_0111EA,DP03_0116EA,DP02_0004EA,DP03_0008E,DP05_0032E,DP05_0059E,DP02_0034EA,DP05_0067E,DP02_0136E,DP05_0083EA,DP03_0130E,DP03_0076E,DP05_0087EA,DP03_0023E,DP02_0078E,DP03_0021EA,DP02_0152E,DP02_0057EA,DP03_0013EA,DP03_0057E,DP03_0112E,DP05_0035E,DP03_0082E,DP02_0029EA,DP02_0036EA,DP02_0139E,DP02_0153EA,DP05_0052EA,DP02_0043EA,DP03_0136EA,DP05_0022E,DP05_0087E,DP02_0139EA,DP02_0146EA,DP02_0056EA,DP05_0089E,DP03_0019EA,DP03_0041E,DP05_0009E,DP02_0145E,DP05_0029EA,DP05_0035EA,DP03_0055EA,DP02_0032E,DP05_0030EA,DP02_0116EA,DP02_0002E,DP03_0007E,DP05_0016EA,DP02_0008EA,DP05_0086E,DP03_0051E,DP05_0008EA,DP05_0080EA,DP05_0003E,DP03_0057EA,DP03_0005EA,DP02_0089EA,DP03_0090E,DP05_0032EA,DP02_0108EA,DP05_0065E,DP03_0071EA,DP03_0136E,DP02_0041EA,DP03_0027EA,DP03_0111E,DP02_0152EA,DP02_0010EA,DP03_0006EA,DP03_0009EA,DP03_0075EA,DP02_0119E,DP03_0123EA,DP02_0086EA,DP05_0038E,DP05_0074E,DP03_0096E,DP05_0014E,DP05_0088E,DP03_0075E,DP02_0063EA,DP02_0128EA,DP03_0054EA,DP02_0101E,DP03_0076EA,DP03_0100E,DP02_0050E,DP05_0046EA,DP03_0053E,DP02_0040E,DP03_0046EA,DP02_0117EA,DP05_0013E,DP03_0005E,DP03_0045EA,DP03_0007EA,DP03_0019E,DP03_0089E,DP02_0095EA,DP05_0019EA,DP02_0075E,DP03_0066E,DP02_0061E,DP02_0076EA,DP02_0066EA,DP02_0132E,DP02_0067EA,DP05_0036E,DP03_0101E,DP02_0052E,DP02_0082E,DP02_0114E,DP02_0087E,DP03_0014EA,DP02_0102EA,DP02_0083EA,DP05_0055EA,DP05_0068EA,DP03_0056E,DP05_0015E,DP02_0091EA,DP05_0004E,DP02_0016EA,DP05_0010EA,DP02_0030E,DP02_0084E,DP02_0042EA,DP02_0132EA,DP03_0011E,DP02_0058EA,DP05_0027EA,DP05_0024EA,DP02_0038E,DP03_0097E,DP05_0059EA,DP03_0135EA,DP02_0098EA,DP02_0109E,DP03_0099E,DP02_0121EA,DP05_0075E,DP03_0092EA,DP05_0047EA,DP02_0043E,DP03_0132E,DP05_0031E,DP03_0033E,DP05_0078EA,DP05_0011E,DP02_0117E,DP03_0070EA,DP02_0121E,DP03_0036EA,DP03_0002EA,DP05_0051EA,DP02_0081EA,DP02_0049E,DP03_0062E,DP03_0003EA,DP02_0141EA,DP02_0150E,DP03_0081EA,DP02_0042E,DP03_0104E,DP03_0029E,DP03_0018EA,DP03_0059E,DP05_0067EA,DP05_0090EA,DP03_0115EA,DP05_0061EA,DP03_0098EA,DP03_0030E,DP05_0058EA,DP02_0123E,DP02_0009E,DP05_0054E,DP02_0147EA,DP02_0038EA,DP02_0153E,DP02_0081E,DP02_0078EA,DP03_0058E,DP05_0033EA,DP02_0035EA,DP02_0108E,DP02_0059EA,DP02_0014E,DP03_0060E,DP05_0042EA,DP02_0011E,DP02_0085EA,DP02_0127EA,DP05_0005E,DP02_0071EA,DP05_0024E,DP02_0080E,DP05_0046E,DP03_0021E,DP03_0035EA,DP02_0070E,DP05_0085E,DP02_0060EA,DP03_0048EA,DP03_0115E,DP03_0083E,DP03_0133EA,DP03_0017EA,DP03_0022EA,DP05_0044EA,DP02_0074E,DP02_0017E,DP05_0091EA,DP02_0144EA,DP05_0006EA,DP02_0095E,DP03_0010EA,DP03_0120EA,DP03_0133E,DP02_0070EA,DP02_0064EA,DP03_0020EA,DP05_0044E,DP03_0060EA,DP02_0097EA,DP02_0148EA,DP05_0071EA,DP02_0075EA,DP03_0039EA,DP02_0090E,DP02_0082EA,DP02_0110E,DP02_0061EA,DP02_0052EA,DP02_0092EA,DP03_0047EA,DP05_0076E,DP02_0074EA,DP03_0114EA,DP05_0039E,DP05_0078E,DP02_0071E,DP02_0028EA,DP02_0024EA,DP02_0096EA,DP03_0087E,DP02_0045EA,DP03_0135E,DP05_0033E,DP02_0076E,DP03_0079E,DP05_0026E,DP02_0029E,DP03_0062EA,DP03_0070E,DP03_0074EA,DP03_0105E,DP03_0042E,DP05_0023EA,DP02_0150EA,DP02_0145EA,DP02_0118EA,DP05_0010E,DP02_0034E,DP03_0129E,DP03_0010E,DP03_0065EA,DP02_0046EA,DP03_0134E,DP03_0105EA,DP02_0149E,DP05_0062EA,DP03_0028E,DP02_0026EA,DP03_0118E,DP03_0084E,DP02_0069EA,DP02_0154E,DP05_0040E,DP02_0017EA,DP05_0081EA,DP02_0072EA,DP05_0018E,DP05_0063E,DP03_0056EA,DP05_0079E,DP02_0125EA,DP02_0073E,DP02_0135E,DP02_0008E,DP03_0107E,DP05_0049E,DP03_0121EA,DP03_0122EA,DP02_0122E,DP02_0040EA,DP02_0134EA,DP02_0149EA,DP03_0049E,DP02_0140E,DP05_0084EA,DP02_0107EA,DP02_0080EA,DP02_0116E,DP02_0138E,DP03_0097EA,DP05_0043EA,DP02_0105E,DP05_0011EA,DP02_0041E,DP05_0045E,DP03_0037E,DP02_0047E,DP02_0144E,DP02_0049EA,DP02_0030EA,DP02_0039E,DP05_0073E,DP05_0043E,DP02_0131EA,DP02_0096E,DP03_0043EA,DP05_0004EA,DP03_0008EA,DP02_0084EA,DP05_0034E,DP05_0001EA,DP02_0045E,DP05_0025EA,DP03_0069EA,DP05_0086EA,DP05_0021E,DP02_0015E,DP03_0040E,DP03_0095E,DP03_0038E,DP05_0060EA,DP03_0086E,DP03_0031E,DP02_0044EA,DP02_0003EA,DP02_0133EA,DP05_0019E,DP03_0125E,DP05_0012EA,DP05_0085EA,DP03_0015E,DP03_0091E,DP03_0032E,DP03_0110EA,DP02_0141E,DP03_0091EA,DP03_0031EA,DP03_0035E,DP02_0138EA,DP02_0011EA,DP03_0099EA,DP05_0028E,DP05_0037E,DP03_0033EA,DP03_0103EA,DP03_0043E,DP03_0067E,DP02_0021EA,DP03_0130EA,DP02_0066E,DP03_0023EA,DP05_0001E,DP05_0041E,DP03_0045E,DP03_0114E,DP05_0040EA,DP02_0085E,DP02_0062E,DP05_0069E,DP03_0127EA,DP02_0001E,DP03_0020E,DP05_0066EA,DP03_0083EA,DP05_0003EA,DP02_0130EA,DP05_0071E,DP05_0009EA,DP03_0126E,DP03_0108E,DP05_0064EA,DP02_0112E,DP02_0097E,DP03_0068EA,DP03_0081E,DP05_0080E,DP02_0002EA,DP02_0094EA,DP05_0016E,DP02_0023EA,DP02_0151E,DP05_0042E,DP03_0015EA,DP02_0137EA,DP03_0026E,DP02_0106E,DP03_0102EA,DP03_0050E,DP03_0095EA,DP03_0072EA,DP02_0020E,DP03_0128E,DP03_0044EA,DP03_0100EA,DP05_0026EA,DP03_0077EA,DP02_0018EA,DP02_0010E,DP05_0073EA,DP02_0019EA,DP03_0017E,DP02_0079E,DP05_0006E,DP02_0059E,DP02_0115E,DP05_0089EA,DP02_0054E,DP03_0048E,DP02_0003E,DP02_0065E,DP02_0151EA,DP05_0058E,DP02_0006E,DP03_0121E,DP02_0037E,DP03_0025EA,DP03_0089EA,DP03_0094EA,DP02_0012E,DP03_0009E,DP03_0058EA,DP03_0088EA,DP02_0033EA,DP03_0078E,DP05_0014EA,DP03_0085E,DP03_0050EA,DP02_0012EA,DP02_0123EA,DP05_0025E,DP05_0020EA,DP02_0022EA,DP02_0148E,DP02_0027E,DP02_0039EA,DP02_0055E,DP02_0143E,DP05_0015EA,DP05_0049EA,DP02_0088EA,DP05_0065EA,DP02_0048E,DP02_0047EA,DP03_0134EA,DP03_0067EA,DP02_0020EA,DP03_0068E,DP05_0030E,DP03_0109E,DP02_0113E,DP03_0104EA,DP05_0031EA,DP03_0082EA,DP03_0069E,DP02_0133E,DP05_0084E,DP02_0062EA,DP05_0053E,DP02_0054EA,DP05_0005EA,DP03_0002E,DP03_0119E,DP05_0066E,DP05_0055E,DP05_0077E,DP03_0064EA,DP03_0077E,DP02_0016E,DP03_0016EA,DP03_0042EA,DP05_0070E,DP02_0136EA,DP03_0125EA,DP03_0120E,DP03_0059EA,DP02_0113EA,DP02_0140EA,DP02_0013EA,DP02_0025E,DP02_0104EA,DP03_0013E,DP03_0004E,DP03_0092E,DP02_0068E,DP02_0122EA,DP02_0098E,DP03_0113E,DP05_0012E,DP02_0131E,DP03_0093EA,DP02_0083E,DP05_0023E,DP03_0109EA,DP02_0128E,DP05_0022EA,DP05_0083E,DP03_0026EA,DP03_0098E,DP05_0053EA,DP05_0064E,DP02_0104E,DP03_0074E,DP02_0026E,DP03_0040EA,DP03_0108EA,DP02_0055EA,DP05_0052E,DP05_0038EA,DP03_0090EA,DP02_0130E,DP02_0134E,DP05_0017E,DP02_0068EA,DP05_0039EA,DP03_0065E,DP03_0137EA,DP02_0111E,DP03_0129EA,DP02_0120EA,DP02_0118E,DP02_0088E,DP03_0038EA,DP03_0066EA,DP05_0054EA,DP05_0027E,DP02_0126E,DP05_0072EA,DP02_0154EA,DP02_0025EA,DP02_0067E,DP02_0100E,DP03_0036E,DP02_0106EA,DP05_0041EA,DP02_0102E,DP02_0053E,DP03_0101EA
berkeley,06000,alameda,001,california,06,2020,,,,,108840,14219,,3436,160156,,,6847,19335,59403,108707,45788,,3094,,43822,,17919,87,,36702,95299,2418,,,44862,,,,82288,10346,,62190,213,,,,3153,1621,12127,,1623,,4421,33105,,,25134,60403,,26086,,403,,,,4071,18948,12659,16998,-888888888,,43,1011,,,1778,6333,2814,,82772,,2454,,8114,10936,65788,35354,13225,,19144,282,-888888888,,-888888888,3518,106608,4514,,,9199,(X),,17,,,,,,,102565,,121385,,,363,,,(X),,,5052,,,4063,,18225,,3561,,1347,56570,,,1162,3500,,2219,32436,,956,50706,(X),59388,,,(X),,,,13340,4365,1011,19311,3615,30.4,,,,2519,,381,2864,(X),,3122,108840,,,,2614,-888888888,3487,47918,-888888888,,8890,,,,,,(X),57426,,5050,,,,121385,,,3519,,5038,927,2355,,,1720,,,2519,,,,-888888888,63310,,,,310,42215,5853,281,1924,,,,65788,82.4,1254,,12021,10072,,-888888888,320,,4261,5143,,45788,,,5212,964,11925,1555,,,1615,,,,(X),90759,7204,,,,92780,,13873,19248,124,,,,30464,,,16732,43035,,,813,45788,,,61997,,,,62537,,,121385,,-888888888,,,2013,,,,(X),,1366,(X),,9428,8611,117569,5850,50854,21268,,,,1661,,19642,415,,1495,16,,,6101,3598,,,17734,24520,,,87187,11483,1360,,,454,,109460,437,346,27896,34726,3501,,,,,,3518,12164,,95.8,,,3479,15333,,,32436,,,,132,99493,,(X),,347,3505,,653,,,37,-888888888,10601,254,,13023,2089,,3652,,,,,271,104716,,,700,,12,56293,9094,,6300,,,,,,1680,,398,1999,54,,,44670,31397,,3706,,,1196,,8792,4689,,1020,,,3841,,19335,89282,11844,10649,,2469,8017,,,21959,2976,(X),,,,299,2.90,,,,26086,,(X),-888888888,,,,25255,,,,,,,92780,,4366,,,,,208,,,843,106731,121074,,,,229132,,-888888888,121385,6685,728,51674,667,,1370,,54419,19539,,,,,20805,1006,-888888888,56084,,,-888888888,,1237,,6723,,926,2759,,43124,46,,,,32.5,183,,63018,,14743,766,7257,4837,2329,(X),(X),1671,,,,5726,2827,,,,10225,490,,,26086,,0,4474,3909,42,2168,,,5,14654,0,,11966,,,,,109460,,415,,,,106625,13741,3565,121074,1517,,177068,2478,,,,14760,-888888888,,,3522,94432,62190,,633,,,2665,,,,94.0,67352,,,4956,24459,,(X),31431,,121385,0,2300,22885,,11262,5258,31581,(X),45788,2647,,,,,10471,,-888888888,1874,,117544,14120,,1814,9153,,,5380,,396,13,,,62190,4936,,50,,,16777,-888888888,,,,,,14305,,,6804,120679,3848,77160,7505,,1450,12592,6347,25476,,11925,11251,-888888888,619,,,,8222,-888888888,,,,542,,9404,,,,106625,,,709,18942,,1024,1055,,,,,15,,(X),,,9113,8734,3110,82818,,,,52053,10414,1012,,60,,,65805,-888888888,77937,92,5182,,159,2.37,,,563,,(X),-888888888,,,,,53063,,30806,62190,47464,56907,,28605,246,12046,3060,,12563,22754,,536,,184,,32380,,124,15150,3241,29572,,,,249,,,11382,777,1791,,,158897,(X),1022,(X),,9490,121385,,,,54951,1460,,,,74177,858,608,,,26086,45047,
berkeley,06000,alameda,001,california,06,2012,,,,,18771,315,,4911,101774,,,5226,108949,56698,45569,15518,,2899,,35609,,23776,17,,35914,53816,3053,,,,,,,85774,9284,,56064,49342,,,,722,787,14662,,1624,,870,71341,,,,54583,,9903,,659,,,,115688,49616,5849,5667,-888888888,,3268,1218,,,559,142,26953,,59751,,5045,,8863,24070,61109,24070,20277,,4246,113,-888888888,,-888888888,3961,3724,5016,,,8767,(X),,98,,,,,,,71596,,64553,,,11669,,,(X),,,1878,,,11894,,560,,2676,,56,28661,,,2939,15435,,430,30648,,997,45860,(X),55990,,,(X),,,,1502,3351,174,20982,35263,27.3,,,,24070,,5726,3315,(X),,23169,102800,,,,29,-888888888,8470,,-888888888,,2914,,,,,,(X),2117,,3756,,,,1495,,,2420,,2005,72,3625,,,258,,,1828,,,,-888888888,42406,,,,1340,37428,3012,547,1523,,,,61109,72025,77676,,7924,453,,-888888888,899,,5385,114875,,-888888888,,,6374,753,44,2246,,,798,,,,(X),101000,,,,,,,10951,19696,1626,,,,16791,,,20053,41593,,,,45569,,,59698,,,,39572,,,115688,,-888888888,,,2688,(X),,,(X),,4525,(X),,77,330,106270,9095,,20053,,,,4778,,14662,129,,2993,0,,,6294,5045,,,19422,25516,,,4533,10609,5806,,(X),609,(X),0,336,46762,15248,8132,91618,,,,,,4018,3943,,4446,,,53896,4002,,,30659,,,,5,94610,,(X),,517,9013,,22610,,,920,-888888888,108949,165,,11625,1127,,457,,,,,174,65283,,,-888888888,,49,52058,9085,,6450,,,,,,1560,,3263,1605,662,,,,15385,,4442,,,4407,,11476,3854,,16069,,,4177,,52593,30633,2016,11363,,115283,,,,26698,3941,(X),,,,85774,104229,,,,14167,,(X),-888888888,,,,2500,,,,,,,35685,,111242,,,,,258,,,22707,5307,9089,,,,151523,,-888888888,9853,14847,769,6516,2831,,1775,,47219,20995,,(X),,,12713,2839,-888888888,53528,,,-888888888,,213,,5986,,2378,2820,,,3135,,,,101000,526,,318,,310,5383,3467,1932,101,(X),(X),115688,,,,6442,3535,,,,7388,2947,,,12686,,19,1285,3856,55,833,,,24,9594,1868,,26187,,,,,492,,11,,,,15057,2.29,2810,115283,972,,114720,2005,,,,86689,-888888888,,,3520,60082,56064,,1294,,,2488,,,,115688,6,,,4695,17598,,(X),-888888888,,115688,10199,1840,29076,,3908,9328,253,(X),45569,3883,,,,,103124,,-888888888,4839,,29598,2117,,2312,4989,,,2019,,-888888888,1704,,,56064,755,,14,,,18199,-888888888,,,,,,25516,,,6257,80334,3553,1568,2245,,814,13999,7878,26932,(X),115688,1151,-888888888,142,,,,5186,-888888888,,,,845,,4648,,,,15057,,,757,696,,6124,105,,,,,91,,(X),,,6650,6739,4640,8354,,,,40210,823,,,6739,,,61207,-888888888,12564,661,472,,355,2.88,,,3957,,(X),-888888888,,,,,28235,,28159,56064,31449,100902,,289,1325,5956,11454,,11246,48407,,10087,,,,23018,,4713,5390,1791,17195,,,,3614,,,316,9529,31.1,,,98772,(X),81644,(X),,12576,89501,,,,8541,850,,,,-888888888,24070,673,,,19292,1549,
berkeley,06000,alameda,001,california,06,2016,,,,,107515,420,,3549,124789,,,4647,16563,59802,44978,16313,,2573,,41737,,18990,8,,36915,55446,3025,,,,,,,83811,8727,,62909,552,,,,659,798,15285,,1335,,853,75035,,,280,60828,,10427,,716,,,,120926,52589,8022,6127,-888888888.0,,217,1100,,,722,4786,221,,64182,,4695,,11132,24889,66574,24889,13273,,4190,199,-888888888.0,,-888888888.0,3941,3320,5102,,,9404,(X),,33,,,,,,,79704,,9440,,,513,,,(X),,,4122,,,4171,,421,,3270,,1585,30588,,,3107,16246,,979,33098,,729,50700,(X),59520,,,(X),,,,1302,3217,221,23705,35457,29.4,,,,24889,,6594,2843,(X),,25298,107515,,,,2060,-888888888.0,9248,,-888888888.0,,3376,,,,,,(X),2209,,4658,,,,1358,,,3132,,1707,1071,3190,,,1748,,,1835,,,,-888888888.0,48229,,,,1480,41729,3253,477,1519,,,,66574,79.2,1323,,29569,444,,-888888888.0,418,,5871,120164,,40321,,,5866,817,9072,1843,,,617,,,,(X),90273,91507,,,,48021,,13533,20021,2079,,,,17635,,,20890,40908,,,48248,44978,,,61406,,,,46857,,,12595,,-888888888.0,,,2202,,,,(X),,4193,(X),,9758,349,116067,6153,43486,20890,,,,9407,,20386,82,,2041,4,,,5986,3665,,,19621,24088,,,5938,10728,4999,,,868,,111854,316,47572,15820,9754,96037,,,,,,3587,10455,,96.9,,,55740,4424,,,33115,,,,6,99991,,(X),,770,4502,,3538,,,897,-888888888.0,9241,143,,13287,1154,,248,,,,,221,80912,,,44978,,45,56635,9667,,7278,,,,,,1357,,3075,1582,132,,,,14145,,3969,,,4333,,12177,4451,,15010,,,4463,,16563,29965,11227,14373,,120569,6747,,,22822,4442,(X),,,,88912,108098,,,,14462,,(X),-888888888.0,,,,24404,,,,,,,38382,,116463,,,,,107154,,,636,9551,10522,,,,178918,,-888888888.0,120926,16372,736,51137,3084,,1478,,54054,21873,,,,,21803,2401,-888888888.0,55332,,,-888888888.0,,349,,7496,,1187,2900,,,64,,,,30.8,120926,,346,,394,5207,3323,4134,2398,(X),(X),120926,,,,7187,3533,,,,9193,3544,,,13582,,18,4315,4238,76,1471,,,23,445,26,,27098,,,,,111854,,54,,,,105609,2.40,3125,120569,1314,,134708,2660,,,,15317,-888888888.0,,,3827,73660,62909,,1200,,,2474,,,,93.9,71710,,,5699,20338,,(X),72287,,120926,13,1791,24009,,4274,9140,6259,(X),44978,3704,,,,,13772,,-888888888.0,2581,,34638,2209,,2284,24238,,,4275,,43131,36,,,62909,771,,97,,,19161,-888888888.0,,,,,,24088,,,7173,85925,3963,1413,1962,,795,13888,8653,29474,,9072,1321,-888888888.0,172,,,,4996,-888888888.0,,,,715,,6210,,,,105609,,,1155,765,,6364,73,,,,,83,,(X),,,6916,7322,3167,7557,,,,49682,877,384,,63,,,66607,-888888888.0,2241,148,65056,,242,2.89,,,120926,,(X),-888888888.0,,,,,29829,,31246,62909,32487,105576,,374,324,11243,11912,,11396,20516,,9470,,7131,,28350,,79628,5013,2018,18195,,,,560,,,529,8975,1833,,,118291,(X),81825,(X),,14389,93828,,,,54472,780,,,,54772,24889,798,,,15482,1703,
