filename,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
Vineyard_11022021_Mayor.csv,6144.0,2705.0,7573.0,1.8,0.0,317.0,1740.0,9673.0,119268.0,94018.0,7434.0,53.0,418.0,468.0,328.0,407.0,12663.0,1173.0,721.0,12663.0,12663.0,4068.0
Vineyard_11052019_CityCouncil.csv,5514.0,2510.0,6332.0,2.2,0.0,304.0,1138.0,9440.0,104805.0,86355.0,6194.0,29.0,107.0,348.0,362.0,270.0,11579.0,857.0,348.0,11579.0,11579.0,3653.0
WoodlandHills_11022021_Mayor.csv,831.0,403.0,610.0,2.3,0.0,4.0,89.0,1219.0,162499.0,130096.0,596.0,3.0,7.0,18.0,14.0,10.0,1329.0,26.0,7.0,1329.0,1329.0,355.0
PierceCounty_11032009_CountyAuditor.csv,513521.0,121190.956,390057.0,9.6,20098.0,12267.0,70279.0,560440.0,72808.0,58824.0,352720.0,2532.0,23383.0,66591.0,72917.0,15378.0,791528.0,76096.0,35941.0,791528.0,791528.0,297839.0
PierceCounty_11042008_CountyAssessorTreasurer.csv,506145.0,118437.93,384870.0,8.4,20611.0,12189.0,66909.0,558424.0,70845.0,57869.0,352708.0,2598.0,23298.0,64284.0,71669.0,14207.0,782681.0,73334.0,35417.0,782681.0,782681.0,295554.0
PierceCounty_11042008_CountyExecutiveMember.csv,506145.0,118437.93,384870.0,8.4,20611.0,12189.0,66909.0,558424.0,70845.0,57869.0,352708.0,2598.0,23298.0,64284.0,71669.0,14207.0,782681.0,73334.0,35417.0,782681.0,782681.0,295554.0
SanFrancisco_06052018_Mayor.csv,696575.0,409341.0,547090.0,4.7,273.0,8262.0,132865.0,348449.0,167663.0,119136.0,521465.0,806.0,10692.0,335512.0,57920.0,6880.0,874784.0,299510.0,110101.0,874784.0,874784.0,362141.0
SanFrancisco_11032015_Mayor.csv,683074.0,381155.29199999996,534016.0,5.4,415.0,8654.0,131949.0,353000.0,137761.0,96265.0,504914.0,1124.0,10020.0,322008.0,55436.0,6453.0,864263.0,300542.0,112504.0,864263.0,864263.0,358772.0
Portland_06142022_Schoolboarddistrict5-1.csv,487190.0,256001.0,389536.0,5.6,186.0,5751.0,66368.0,441135.0,117687.0,85876.0,367733.0,2082.0,17509.0,72055.0,51313.0,6938.0,646101.0,81652.0,34439.0,646101.0,646101.0,283896.0
Portland_11082022_SchoolBoardDistrict3.csv,487190.0,256001.0,389536.0,5.6,186.0,5751.0,66368.0,441135.0,117687.0,85876.0,367733.0,2082.0,17509.0,72055.0,51313.0,6938.0,646101.0,81652.0,34439.0,646101.0,646101.0,283896.0
SanFrancisco_11032015_Sheriff.csv,683074.0,381155.29199999996,534016.0,5.4,415.0,8654.0,131949.0,353000.0,137761.0,96265.0,504914.0,1124.0,10020.0,322008.0,55436.0,6453.0,864263.0,300542.0,112504.0,864263.0,864263.0,358772.0
Alaska_04102020_PRESIDENTOFTHEUNITEDSTATES.csv,485871.0,149397.0,362197.0,6.4,20881.0,10454.0,54890.0,428802.0,110602.0,86370.0,339162.0,16466.0,148814.0,65609.0,38219.0,17026.0,734821.0,58074.0,22723.0,734821.0,734821.0,264376.0
Alaska_08162022_HouseofRepresentativesSpecial.csv,485871.0,149397.0,362197.0,6.4,20881.0,10454.0,54890.0,428802.0,110602.0,86370.0,339162.0,16466.0,148814.0,65609.0,38219.0,17026.0,734821.0,58074.0,22723.0,734821.0,734821.0,264376.0
Alaska_11082022_GovernorLieutenantGovernor.csv,485871.0,149397.0,362197.0,6.4,20881.0,10454.0,54890.0,428802.0,110602.0,86370.0,339162.0,16466.0,148814.0,65609.0,38219.0,17026.0,734821.0,58074.0,22723.0,734821.0,734821.0,264376.0
Alaska_11082022_USRepresentative.csv,485871.0,149397.0,362197.0,6.4,20881.0,10454.0,54890.0,428802.0,110602.0,86370.0,339162.0,16466.0,148814.0,65609.0,38219.0,17026.0,734821.0,58074.0,22723.0,734821.0,734821.0,264376.0
Alaska_11082022_USSenator.csv,485871.0,149397.0,362197.0,6.4,20881.0,10454.0,54890.0,428802.0,110602.0,86370.0,339162.0,16466.0,148814.0,65609.0,38219.0,17026.0,734821.0,58074.0,22723.0,734821.0,734821.0,264376.0
Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,1022529.0,354983.0,710984.0,5.1,49403.0,18055.0,159023.0,305224.0,122902.0,94814.0,675071.0,8718.0,36846.0,821784.0,54780.0,386769.0,1450589.0,261370.0,104192.0,1450589.0,1450589.0,483906.0
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,1022529.0,354983.0,710984.0,5.1,49403.0,18055.0,159023.0,305224.0,122902.0,94814.0,675071.0,8718.0,36846.0,821784.0,54780.0,386769.0,1450589.0,261370.0,104192.0,1450589.0,1450589.0,483906.0
Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,1022529.0,354983.0,710984.0,5.1,49403.0,18055.0,159023.0,305224.0,122902.0,94814.0,675071.0,8718.0,36846.0,821784.0,54780.0,386769.0,1450589.0,261370.0,104192.0,1450589.0,1450589.0,483906.0
Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,1926520.0,668265.0,1513506.0,4.0,20203.0,39789.0,369970.0,2179129.0,94263.0,69747.0,1452870.0,45229.0,73411.0,113969.0,221627.0,7077.0,2935922.0,207290.0,118995.0,2935922.0,2935922.0,1148635.0
Maine_06122018_DemocraticPrimaryforGovernor.csv,982385.0,319175.0,704226.0,4.0,1994.0,14221.0,23143.0,1242113.0,78301.0,59489.0,675784.0,16541.0,23349.0,23244.0,27832.0,1460.0,1340825.0,48139.0,21731.0,1340825.0,1340825.0,569551.0
Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,391802.0,113581.0,299351.0,3.8,3487.0,7955.0,60518.0,476921.0,94901.0,72495.0,287895.0,28097.0,21788.0,8840.0,9712.0,1862.0,577929.0,19756.0,11849.0,577929.0,577929.0,234156.0
Portland_06142022_Schoolboarddistrict5.csv,487190.0,256001.0,389536.0,5.6,186.0,5751.0,66368.0,441135.0,117687.0,85876.0,367733.0,2082.0,17509.0,72055.0,51313.0,6938.0,646101.0,81652.0,34439.0,646101.0,646101.0,283896.0
SanFrancisco_11082022_AssessorRecorder.csv,680343.0,406774.0,526058.0,5.4,388.0,8097.0,131517.0,325900.0,197408.0,136689.0,497881.0,846.0,12848.0,331359.0,58145.0,6945.0,851036.0,288169.0,107197.0,851036.0,851036.0,360842.0
Minneapolis_11062009_BoardofEstimateandTaxation.csv,250683.0,112055.301,228833.0,9.5,81.0,6324.0,36719.0,238110.0,68190.0,47478.0,207205.0,632.0,11925.0,23870.0,75883.0,405.0,381833.0,56744.0,36443.0,381833.0,381833.0,168273.0
Minneapolis_11072017_BoardofEstimateandTaxation.csv,280424.0,141463.0,256184.0,5.1,65.0,5943.0,40432.0,252180.0,89282.0,62583.0,243171.0,952.0,11876.0,30759.0,91094.0,740.0,420324.0,65579.0,34946.0,420324.0,420324.0,176974.0
Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,287404.0,153769.0,259198.0,5.8,368.0,5188.0,42067.0,256323.0,108980.0,76332.0,244212.0,1193.0,13186.0,28721.0,92053.0,675.0,426877.0,61781.0,28106.0,426877.0,426877.0,185674.0
Minneapolis 2013-board of estimation and taxation cvr.csv,263897.0,125087.178,240754.0,7.6,65.0,6375.0,39857.0,241066.0,75185.0,51480.0,222453.0,1036.0,11647.0,28780.0,83922.0,948.0,399950.0,61918.0,36346.0,399950.0,399950.0,168385.0
SanFrancisco_11052019_CityAttorney.csv,688969.0,410052.0,540475.0,5.3,286.0,8238.0,133241.0,339050.0,178742.0,126187.0,511902.0,872.0,12302.0,333357.0,58264.0,6942.0,865933.0,295398.0,110408.0,865933.0,865933.0,361222.0
Oakland_11082016_CityAttorney.csv,305097.0,129751.0,236412.0,6.6,117.0,5590.0,113134.0,118713.0,101853.0,68442.0,220792.0,1106.0,9522.0,78302.0,113352.0,5342.0,421042.0,116179.0,62172.0,421042.0,421042.0,161483.0
Oakland_11082022_CityAuditor.csv,322918.0,156333.0,247759.0,5.8,342.0,5701.0,116550.0,126780.0,139468.0,94389.0,233396.0,965.0,12005.0,84571.0,110157.0,4273.0,437825.0,115087.0,58022.0,437825.0,437825.0,170282.0
Berkeley_11042014_CityAuditor.csv,73944.0,53091.792,65764.0,7.3,80.0,881.0,13187.0,65771.0,109218.0,70393.0,60995.0,216.0,2102.0,27491.0,12382.0,620.0,118585.0,24418.0,14088.0,118585.0,118585.0,45923.0
Berkeley_11022010_CityAuditor.csv,69459.0,48274.005,59144.0,7.7,58.0,890.0,12516.0,62488.0,96098.0,63505.0,54592.0,217.0,1746.0,25747.0,11828.0,609.0,112662.0,24468.0,14438.0,112662.0,112662.0,44877.0
Cambridge_11152019_CityCouncil.csv,78944.0,63138.0,72011.0,3.7,120.0,1171.0,10265.0,67193.0,154448.0,112565.0,69314.0,103.0,921.0,24619.0,14577.0,295.0,116892.0,34073.0,20565.0,116892.0,116892.0,47777.0
Cambridge_11072017_CityCouncil.csv,79240.0,62628.0,73312.0,4.0,111.0,1247.0,11066.0,69795.0,139991.0,103154.0,70348.0,87.0,903.0,22252.0,14219.0,236.0,116632.0,33701.0,21325.0,116632.0,116632.0,46835.0
Cambridge_11082005_CityCouncil.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11082011_CityCouncil.csv,72386.0,53203.71,63778.0,6.1,274.0,1414.0,8198.0,66764.0,108729.0,72529.0,59904.0,79.0,1191.0,16845.0,14120.0,144.0,105737.0,29243.0,17540.0,105737.0,105737.0,44345.0
Cambridge_11072023_CityCouncil.csv,79997.0,63931.0,73356.0,3.3,152.0,1068.0,10302.0,66070.0,169569.0,121539.0,70910.0,166.0,1021.0,26098.0,15066.0,285.0,117962.0,34750.0,21007.0,117962.0,117962.0,49475.0
Eastpointe_11022021_CityCouncil.csv,22988.0,3423.0,16611.0,12.1,0.0,398.0,585.0,13363.0,68607.0,57953.0,14600.0,0.0,343.0,376.0,19179.0,38.0,34087.0,1047.0,356.0,34087.0,34087.0,13232.0
Cambridge_11032009_CityCouncil.csv,72507.0,53002.617,62760.0,6.0,311.0,1538.0,7555.0,67039.0,102960.0,69017.0,59018.0,66.0,958.0,15859.0,13953.0,163.0,104322.0,28612.0,17963.0,104322.0,104322.0,45386.0
Cambridge_11052013_CityCouncil.csv,72618.0,54536.117999999995,66288.0,5.0,68.0,1291.0,8670.0,67973.0,115608.0,79416.0,62998.0,71.0,1070.0,18428.0,13090.0,232.0,107916.0,29231.0,17696.0,107916.0,107916.0,43801.0
Cambridge_11062007_CityCouncil.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11042003_CityCouncil.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11062001_CityCouncil.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11032015_CityCouncil.csv,74490.0,56984.85,68731.0,5.2,64.0,1210.0,9707.0,68330.0,125041.0,89145.0,65165.0,120.0,931.0,19703.0,13823.0,285.0,110893.0,31305.0,19809.0,110893.0,110893.0,44234.0
Vineyard_11052019_CityCouncil_tab1.csv,5514.0,2510.0,6332.0,2.2,0.0,304.0,1138.0,9440.0,104805.0,86355.0,6194.0,29.0,107.0,348.0,362.0,270.0,11579.0,857.0,348.0,11579.0,11579.0,3653.0
Springville_11022021_CityCouncil4yr.csv,18789.0,7419.0,16442.0,2.7,17.0,787.0,5599.0,28073.0,99894.0,84699.0,15997.0,192.0,387.0,588.0,241.0,484.0,35195.0,2441.0,1340.0,35195.0,35195.0,10258.0
Vineyard_11052019_CityCouncil_tab2.csv,5514.0,2510.0,6332.0,2.2,0.0,304.0,1138.0,9440.0,104805.0,86355.0,6194.0,29.0,107.0,348.0,362.0,270.0,11579.0,857.0,348.0,11579.0,11579.0,3653.0
WoodlandHills_11022021_CityCouncil.csv,831.0,403.0,610.0,2.3,0.0,4.0,89.0,1219.0,162499.0,130096.0,596.0,3.0,7.0,18.0,14.0,10.0,1329.0,26.0,7.0,1329.0,1329.0,355.0
Vineyard_11022021_CityCouncil.csv,6144.0,2705.0,7573.0,1.8,0.0,317.0,1740.0,9673.0,119268.0,94018.0,7434.0,53.0,418.0,468.0,328.0,407.0,12663.0,1173.0,721.0,12663.0,12663.0,4068.0
Payson_11052019_CityCouncil_tab2.csv,10981.0,2712.0,10620.0,4.2,17.0,318.0,2753.0,17220.0,88434.0,75682.0,10170.0,125.0,350.0,302.0,269.0,345.0,21093.0,1196.0,730.0,21093.0,21093.0,5852.0
Payson_11052019_CityCouncil_tab1.csv,10981.0,2712.0,10620.0,4.2,17.0,318.0,2753.0,17220.0,88434.0,75682.0,10170.0,125.0,350.0,302.0,269.0,345.0,21093.0,1196.0,730.0,21093.0,21093.0,5852.0
Genola_11022021_CityCouncil.csv,839.0,200.0,753.0,1.3,3.0,28.0,59.0,1476.0,131830.0,126500.0,743.0,18.0,9.0,5.0,0.0,99.0,1648.0,20.0,18.0,1648.0,1648.0,406.0
Moab_11022021_CityCouncil.csv,3753.0,1253.0,3277.0,2.2,0.0,143.0,910.0,3946.0,70512.0,52385.0,3205.0,41.0,242.0,78.0,2.0,130.0,5329.0,472.0,347.0,5329.0,5329.0,2284.0
Lehi_11022021_CityCouncil.csv,40128.0,19417.0,37950.0,4.4,177.0,1314.0,5925.0,66299.0,141228.0,117243.0,36282.0,149.0,377.0,3218.0,705.0,1175.0,77110.0,4241.0,2294.0,77110.0,77110.0,21250.0
Payson_11052019_CityCouncil_tab3.csv,10981.0,2712.0,10620.0,4.2,17.0,318.0,2753.0,17220.0,88434.0,75682.0,10170.0,125.0,350.0,302.0,269.0,345.0,21093.0,1196.0,730.0,21093.0,21093.0,5852.0
Albany_11082022_FAKECityCouncil.csv,62496.0,26849.0,55372.0,8.0,59.0,1147.0,9907.0,50469.0,76486.0,54736.0,50931.0,125.0,1588.0,7911.0,32949.0,159.0,99692.0,14721.0,6993.0,99692.0,99692.0,43435.0
Bloomington_11072023_SpecialCityCouncilAtLarge.csv,65063.0,29189.0,50831.0,4.4,79.0,1042.0,7738.0,61340.0,110574.0,87381.0,48589.0,260.0,1620.0,6264.0,12109.0,243.0,89244.0,12403.0,5645.0,89244.0,89244.0,37653.0
Boulder_11072023_Mayor.csv,60126.0,46028.0,61397.0,5.4,27.0,547.0,11452.0,83303.0,132935.0,80243.0,58063.0,483.0,1582.0,8079.0,2022.0,225.0,106598.0,10969.0,6233.0,106598.0,106598.0,43658.0
Burlington_03052024_Mayor.csv,24354.0,14684.0,26151.0,4.7,59.0,403.0,1457.0,38367.0,93790.0,64931.0,24920.0,251.0,191.0,2294.0,2314.0,26.0,44646.0,3434.0,1452.0,44646.0,44646.0,17448.0
Minneapolis_11052013_ParkRecBoardAtLarge.csv,263897.0,125087.178,240754.0,7.6,65.0,6375.0,39857.0,241066.0,75185.0,51480.0,222453.0,1036.0,11647.0,28780.0,83922.0,948.0,399950.0,61918.0,36346.0,399950.0,399950.0,168385.0
Minneapolis_11062009_MinneapolisParkRecBoard.csv,250683.0,112055.301,228833.0,9.5,81.0,6324.0,36719.0,238110.0,68190.0,47478.0,207205.0,632.0,11925.0,23870.0,75883.0,405.0,381833.0,56744.0,36443.0,381833.0,381833.0,168273.0
Minneapolis_11072017_ParkBoardAtLarge.csv,280424.0,141463.0,256184.0,5.1,65.0,5943.0,40432.0,252180.0,89282.0,62583.0,243171.0,952.0,11876.0,30759.0,91094.0,740.0,420324.0,65579.0,34946.0,420324.0,420324.0,176974.0
SanFrancisco_11052019_PublicDefender.csv,688969.0,410052.0,540475.0,5.3,286.0,8238.0,133241.0,339050.0,178742.0,126187.0,511902.0,872.0,12302.0,333357.0,58264.0,6942.0,865933.0,295398.0,110408.0,865933.0,865933.0,361222.0
SanFrancisco_11062018_PublicDefender.csv,696575.0,409341.0,547090.0,4.7,273.0,8262.0,132865.0,348449.0,167663.0,119136.0,521465.0,806.0,10692.0,335512.0,57920.0,6880.0,874784.0,299510.0,110101.0,874784.0,874784.0,362141.0
Cambridge_11072023_SchoolBoard.csv,79997.0,63931.0,73356.0,3.3,152.0,1068.0,10302.0,66070.0,169569.0,121539.0,70910.0,166.0,1021.0,26098.0,15066.0,285.0,117962.0,34750.0,21007.0,117962.0,117962.0,49475.0
Cambridge_11082005_SchoolCommittee.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11032015_SchoolCommittee.csv,74490.0,56984.85,68731.0,5.2,64.0,1210.0,9707.0,68330.0,125041.0,89145.0,65165.0,120.0,931.0,19703.0,13823.0,285.0,110893.0,31305.0,19809.0,110893.0,110893.0,44234.0
Cambridge_11042003_SchoolCommittee.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11152019_SchoolCommittee.csv,78944.0,63138.0,72011.0,3.7,120.0,1171.0,10265.0,67193.0,154448.0,112565.0,69314.0,103.0,921.0,24619.0,14577.0,295.0,116892.0,34073.0,20565.0,116892.0,116892.0,47777.0
Cambridge_11082011_SchoolCommittee.csv,72386.0,53203.71,63778.0,6.1,274.0,1414.0,8198.0,66764.0,108729.0,72529.0,59904.0,79.0,1191.0,16845.0,14120.0,144.0,105737.0,29243.0,17540.0,105737.0,105737.0,44345.0
Cambridge_11062007_SchoolCommittee.csv,75217.0,,63580.0,,369.0,1330.0,7829.0,70633.0,95925.0,64420.0,60440.0,92.0,941.0,14377.0,13413.0,241.0,106255.0,27316.0,17246.0,106255.0,106255.0,47100.0
Cambridge_11052013_SchoolCommittee.csv,72618.0,54536.117999999995,66288.0,5.0,68.0,1291.0,8670.0,67973.0,115608.0,79416.0,62998.0,71.0,1070.0,18428.0,13090.0,232.0,107916.0,29231.0,17696.0,107916.0,107916.0,43801.0
Cambridge_11072017_SchoolCommittee.csv,79240.0,62628.0,73312.0,4.0,111.0,1247.0,11066.0,69795.0,139991.0,103154.0,70348.0,87.0,903.0,22252.0,14219.0,236.0,116632.0,33701.0,21325.0,116632.0,116632.0,46835.0
SanFrancisco_11052019_Sheriff.csv,688969.0,410052.0,540475.0,5.3,286.0,8238.0,133241.0,339050.0,178742.0,126187.0,511902.0,872.0,12302.0,333357.0,58264.0,6942.0,865933.0,295398.0,110408.0,865933.0,865933.0,361222.0
SanFrancisco_11052019_Treasurer.csv,688969.0,410052.0,540475.0,5.3,286.0,8238.0,133241.0,339050.0,178742.0,126187.0,511902.0,872.0,12302.0,333357.0,58264.0,6942.0,865933.0,295398.0,110408.0,865933.0,865933.0,361222.0
